address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
597 EAST COAST ROAD Singapore 429082,06/11/1987,Not applicable,Not applicable,CHRIST METHODIST CHURCH,Religious,Registered,S87CC0528A,http://cmc.org.sg
10 Anson Road #26-04 International Plaza Singapore 079903,23/11/1991,Not applicable,Not applicable,Christ Tabernacle,Religious,Registered,S90SS0028J,Not applicable
4 GEYLANG EAST CENTRAL #3-5-320 c/o Geylang Methodist School (Primary) Singapore 389706,14/09/2005,Not applicable,Not applicable,CHRISTALITE METHODIST CHAPEL,Religious,Registered,T05CC1904J,http://www.christalitemc.org.sg
8 LORONG 27A GEYLANG #02-10/11 GUILIN BLDG Singapore 388106,22/10/1988,Not applicable,Not applicable,CHRISTIAN AGAPE FELLOWSHIP LTD,Religious,Registered,198305429M,Not applicable
50 Kallang Avenue #04-03A Noel Corporate Building Singapore 339505,10/04/2003,Not applicable,Not applicable,Christian Broadcasting Network (Singapore),Religious,Registered,T00SS0152E,Not applicable
207J PONGGOL 17TH AVENUE Singapore 829685,21/03/2000,From 01/09/2016 To 28/02/2018,Live,CHRISTIAN CARE SERVICES (SINGAPORE),Social and Welfare,Registered,S99SS0072D,http://www.christian-care-services.org
8 BURN ROAD #09-15 TRIVEX Singapore 369977,21/01/1993,Not applicable,Not applicable,CHRISTIAN COMMUNICATIONS (SINGAPORE),Religious,Registered,S90SS0037G,http://cc-sg.org
410 TELOK BLANGAH RD Singapore 098842,06/03/1987,Not applicable,Not applicable,CHRISTIAN COMMUNITY CHAPEL LTD,Religious,Registered,197802909D,Not applicable
170 Duchess Avenue Singapore 269184,28/03/2003,Not applicable,Not applicable,Christian Community Church,Religious,Registered,T03SS0043J,Not applicable
605B MACPHERSON ROAD #08-16 CITIMAC INDUSTRIAL COMPLEX Singapore 368241,12/06/2014,Not applicable,Not applicable,CHRISTIAN COUNSELLING SERVICES,Social and Welfare,Registered,T12SS0078B,http://www.ccslink.org
3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,01/06/2010,Not applicable,Not applicable,CHRISTIAN COVENANT FELLOWSHIP LTD.,Religious,Registered,200909045D,Not applicable
10B BRADDELL HILL #19-07 BRADDELL VIEW Singapore 579721,01/04/1989,Not applicable,Not applicable,Christian Disciples Church,Religious,Registered,S87SS0095L,http://www.christiandiscipleschurch.org
10 Jalan Besar #15-07 Sim Lim Tower Singapore 208787,03/08/1994,Not applicable,Not applicable,Christian Ekklesia,Religious,Registered,S93SS0032J,Not applicable
192 & 192B Choa Chu Kang Singapore 689467,07/05/1986,Not applicable,Not applicable,Christian Gospel Mission,Religious,Registered,S76SS0041E,http://www.cgmchurch.org.sg
26 SIN MING LANE #04-124 MIDVIEW CITY Singapore 573971,29/05/1986,Not applicable,Not applicable,CHRISTIAN GRACE PRESBYTERIAN CHURCH LTD,Religious,Registered,197903636E,http://www.cgpc.sg
134 BRADDELL ROAD Singapore 359919,08/08/1985,Not applicable,Not applicable,CHRISTIAN NATIONALS' EVANGELISM COMMISSION,Religious,Registered,S62SS0068H,http://www.cnecintl.org
808 French Road #07-163 Kitchener Complex Singapore 200808,26/10/1995,Not applicable,Not applicable,Christian Outreach Centre,Religious,Registered,S94SS0074D,Not applicable
414 TAMPINES STREET 41 #01-301 Singapore 520414,01/11/1987,From 01/07/2015 To 30/06/2018,Live,CHRISTIAN OUTREACH TO THE HANDICAPPED,Social and Welfare,Registered,S87SS0014H,http://www.coh.sg
865 MOUNTBATTEN ROAD #02-54 KATONG SHOPPING CENTRE Singapore 437844,02/12/1996,Not applicable,Not applicable,CHRISTIAN PAROUSIA FELLOWSHIP (SINGAPORE),Religious,Registered,S93SS0117C,Not applicable
60D KALLANG PUDDING ROAD #02-03 INGOLSTADT CENTRE Singapore 349321,08/01/2004,Not applicable,Not applicable,Christian Philadelphia Fellowship (Singapore),Religious,Registered,T01SS0114D,Not applicable
35 KALLANG PUDDING ROAD #10-02 TONG LEE BUILDING BLOCK A Singapore 349314,14/10/1999,Not applicable,Not applicable,Christian Renewal Mission,Religious,Registered,S95SS0029H,Not applicable
36 KIM TIAN ROAD #04-07 REGENCY SUITES Singapore 169279,01/07/1985,Not applicable,Not applicable,"CHRISTIAN SCIENCE SOCIETY, SINGAPORE",Religious,Registered,S61SS0063A,Not applicable
"48 Street 61, Ang Mo Kio Avenue 6 Singapore 569162",01/04/1989,Not applicable,Not applicable,Chu Sheng Temple,Religious,Registered,S78SS0057G,www.chushengtemple.org.sg
8 Yishun Ring Road Singapore 768676,12/01/1993,Not applicable,Not applicable,Chu Siang Tong,Religious,Registered,S64SS0027B,Not applicable
35 TECH WHYE AVE Singapore 688892,03/05/2007,From 21/08/2015 To 20/08/2018,Live,CHUA CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2019K,Not applicable
9 NORTH BUONA VISTA DRIVE #11-01 THE METROPOLIS Singapore 138588,17/06/2015,From 01/07/2017 To 30/06/2018,Live,CHUA FOUNDATION,Social and Welfare,Registered,201507688M,Not applicable
33 KRETA AYER ROAD Singapore 088999,15/05/1993,Not applicable,Not applicable,Church Alive Ministries l.k.a Shalom Gospel Hall,Religious,Registered,S88SS0032J,Not applicable
203 Henderson Road #06-05 Henderson Industrial Park Singapore 159546,05/06/2002,Not applicable,Not applicable,Church Arise,Religious,Registered,T01SS0022D,http://www.churcharise.net
64 Tanjong Katong Road Singapore 436956,22/02/1995,Not applicable,Not applicable,Church in Missions Association,Religious,Registered,S90SS0020H,Not applicable
20 Kallang Avenue Singapore 339411,27/12/2004,Not applicable,Not applicable,Church of Christ - Lavender,Religious,Registered,T03SS0001H,http://www.lavendercoc.org
20 LIM AH PIN ROAD Singapore 547839,08/06/1990,Not applicable,Not applicable,CHURCH OF CHRIST - LIM AH PIN ROAD,Religious,Registered,S88SS0012K,http://www.lapcoc.org/
54 Sophia Road Singapore 228150,22/03/1986,Not applicable,Not applicable,"Church of Christ of Malaya, The",Religious,Registered,S56SS0023C,Not applicable
33 UBI AVENUE 3 #04-07 VERTEX Singapore 408868,24/09/2003,Not applicable,Not applicable,CHURCH OF CHRIST THE ROCK,Religious,Registered,T01SS0184F,Not applicable
1260 Bedok Reservoir Road Singapore 479222,22/02/1993,Not applicable,Not applicable,"Church of Christ, Bedok",Religious,Registered,S88SS0009K,Not applicable
8 Lorong 27A Geylang Road #03-01 Guilin Building Singapore 388106,04/02/1988,Not applicable,Not applicable,"Church of Christ, Geylang",Religious,Registered,S87SS0097C,geylangchurch.com
"120 Boon Lay Drive, Jurong Singapore 649924",10/10/1985,Not applicable,Not applicable,"Church of Christ, Jurong",Religious,Registered,S80SS0042G,Not applicable
131 MOULMEIN ROAD Singapore 308082,08/08/1985,Not applicable,Not applicable,"CHURCH OF CHRIST, MOULMEIN ROAD",Religious,Registered,S78SS0030C,Not applicable
1260 Bedok Reservoir Road Singapore 479222,01/09/1992,Not applicable,Not applicable,"Church of Christ, North-East",Religious,Registered,S88SS0008C,Not applicable
347 PASIR PANJANG ROAD Singapore 118688,16/05/2005,Not applicable,Not applicable,"Church of Christ, Pasir Panjang (Chinese)",Religious,Registered,T03SS0182B,Not applicable
347 PASIR PANJANG ROAD Singapore 118688,14/06/1985,Not applicable,Not applicable,"Church of Christ, Pasir Panjang, Singapore",Religious,Registered,S76SS0008A,http://www.ppcoc.org
166B BEDOK ROAD Singapore 469413,03/12/1987,Not applicable,Not applicable,CHURCH OF GOD (EVANGELICAL) LTD,Religious,Registered,197902131C,Not applicable
229 Alexandra Road Singapore 159927,26/01/1998,Not applicable,Not applicable,Church of God (Singapore),Religious,Registered,S95SS0105E,http://www.churchofgodsingapore.net
59 JALAN PEMIMPIN #01-02 L & Y BUILDING Singapore 577218,06/08/1997,Not applicable,Not applicable,Church of Joy,Religious,Registered,S95SS0104J,www.joy.org.sg
3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,07/04/2011,Not applicable,Not applicable,CHURCH OF MARKETPLACE LTD.,Religious,Registered,201012290W,Not applicable
63 JALAN PEMIMPIN #03-01 PEMIMPIN INDUSTRIAL BUILDING Singapore 577219,03/04/1987,Not applicable,Not applicable,Church of Praise,Religious,Registered,S87SS0022K,Not applicable
145 MARINE PARADE ROAD CHURCH OF SINGAPORE Singapore 449274,14/06/1985,Not applicable,Not applicable,Church of Singapore,Religious,Registered,S65SS0040A,http://cos.org.sg
600 NORTH BRIDGE ROAD #05-01 PARKVIEW SQUARE Singapore 188778,20/11/1991,Not applicable,Not applicable,Church of Singapore (Balestier),Religious,Registered,S90SS0068G,http://www.cosb.org.sg
170 Upper Bukit Timah Road #19-01 Bukit Timah Shopping Centre Singapore 588179,11/04/1989,Not applicable,Not applicable,Church of Singapore (Bukit Timah),Religious,Registered,S87SS0084K,http://www.cosbt.org.sg/
21 TYRWHITT ROAD #06-01 FOO CHOW BUILDING Singapore 207530,18/07/2002,Not applicable,Not applicable,Church of Singapore (Harvest),Religious,Registered,T01SS0044F,Not applicable
166 WOODLANDS STREET 13 #02-521 Singapore 730166,20/12/1995,Not applicable,Not applicable,Church of Singapore (Woodlands),Religious,Registered,S93SS0065A,Not applicable
33 UBI AVENUE 3 #04-73 VERTEX Singapore 408868,23/08/1996,Not applicable,Not applicable,Church of Victory,Religious,Registered,S96SS0042G,Not applicable
100 Shallot Lane Ghim Moh Estate Singapore 276679,06/12/1999,Not applicable,Not applicable,Chwee Bee Temple,Religious,Registered,S88SS0028B,Not applicable
46 EAST COAST ROAD #07-03 EASTGATE Singapore 428766,21/10/2015,Not applicable,Not applicable,CIRCLE OF FRIENDS LIMITED,Social and Welfare,Registered,201433751W,Not applicable
1 BROOKE ROAD #02-34 KATONG PLAZA Singapore 429979,15/12/2004,Not applicable,Not applicable,CIRCUSOUTREACH LTD.,Others,Registered,200402399C,http://www.circusoutreach.org
231 BAIN STREET #04-37 BRAS BASAH COMPLEX Singapore 180231,08/09/1995,Not applicable,Not applicable,Citivision Church of Christ,Religious,Registered,S94SS0004B,http://www.citivision.org.sg/citivision/
844 SIMS AVENUE #01-714 Singapore 400844,14/10/2002,Not applicable,Not applicable,CITY CHINESE ORCHESTRA (SINGAPORE) LTD,Arts and Heritage,Registered,199707455Z,http://www.cityco.com.sg
520 NORTH BRIDGE ROAD #05-01 WISMA ALSAGOFF Singapore 188742,06/03/2009,Not applicable,Not applicable,CITY COLLEGE HOLDINGS LTD.,Education,Registered,200517866G,http://citycollege.edu.sg
10 SIMS CLOSE #07-02 CORNERSTONE BUILDING Singapore 387299,09/01/2009,Not applicable,Not applicable,CITY GATE CHURCH,Religious,Registered,T05SS0248C,Not applicable
1 RAFFLES BOULEVARD #05-02 SINGAPORE INT'L CONVENTION & EXHIBITION CTR Singapore 039593,16/10/1993,Not applicable,Not applicable,City Harvest Church,Religious,Registered,S92SS0080D,http://www.chc.org.sg
12 PINE CLOSE #01-85 Singapore 391012,28/02/2000,From 03/01/2018 To 02/01/2019,Live,City Harvest Community Services Association,Social and Welfare,Registered,S97SS0106L,http://www.chcsa.org.sg
2 KALLANG AVENUE #11-16 CT HUB Singapore 339407,17/10/1997,Not applicable,Not applicable,City Missions Church - The City Church,Religious,Registered,S96SS0037D,CITYMISSIONS.ORG
12 TANNERY ROAD #10-01 HB CENTRE 1 Singapore 347722,03/12/2010,From 01/12/2017 To 31/08/2020,Live,CLARITY SINGAPORE LIMITED,Social and Welfare,Registered,201021634E,http://www.clarity-singapore.org
105 Sims Avenue #09-11 Chancerlodge Complex Singapore 387429,17/02/2005,Not applicable,Not applicable,Classical Singers' Association (Singapore),Arts and Heritage,Registered,T04SS0125J,Not applicable
220 CLEMENTI AVE 4 Singapore 129880,14/06/1995,From 27/06/2016 To 26/06/2018,Live,CLEMENTI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S95CC1101F,http://www.pa.gov.sg
3302 COMMONWEALTH AVENUE WEST Singapore 129582,16/04/1997,Not applicable,Not applicable,Clementi United Temple,Religious,Registered,S84SS0104A,Not applicable
163 MARINE PARADE #03-03 MARINE MEADOWS Singapore 449528,20/05/2015,Not applicable,Not applicable,CLOWN DOCTORS SINGAPORE LIMITED,Social and Welfare,Registered,201414306K,Not applicable
244 BUKIT BATOK EAST AVENUE 5 #01-02 Singapore 650244,28/11/2012,From 01/11/2017 To 30/04/2020,Live,CLUB HEAL,Social and Welfare,Registered,T12SS0028K,http://www.clubheal.org.sg
538 Upper Cross Street #05-263 Singapore 050538,22/12/1992,From 29/09/2017 To 28/09/2020,Live,Club Rainbow (Singapore),Health,Registered,S92SS0137H,http://www.clubrainbow.org
10 Anson Road #27-04 International Plaza Singapore 079903,17/02/2010,Not applicable,Not applicable,Coalition Against Bullying for Children and Youth (CABCY),Social and Welfare,Registered,T05SS0272J,www.cabcy.org.sg
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,13/10/2004,Not applicable,Not applicable,"COLLEGE OF ANAESTHESIOLOGISTS, SINGAPORE",Health,Registered,200410333E,http://www.ams.edu.sg
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,27/06/2014,Not applicable,Not applicable,"COLLEGE OF DENTAL SURGEONS, SINGAPORE",Health,Registered,200815442W,http://www.ams.edu.sg/
16 COLLEGE ROAD #01-02 COLLEGE OF MEDICINE BUILDING Singapore 169854,24/10/1984,Not applicable,Not applicable,"College of Family Physicians Singapore,",Health,Registered,S71SS0039J,www.cfps.org.sg
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,13/10/2004,Not applicable,Not applicable,"COLLEGE OF OBSTETRICIANS AND GYNAECOLOGISTS, SINGAPORE",Health,Registered,200410332N,http://www.ams.edu.sg/
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,13/10/2004,Not applicable,Not applicable,"COLLEGE OF PAEDIATRICS AND CHILD HEALTH, SINGAPORE",Health,Registered,200410329W,http://www.ams.edu.sg/
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,13/10/2004,Not applicable,Not applicable,"COLLEGE OF PHYSICIANS, SINGAPORE",Health,Registered,200410334R,http://ams.edu.sg
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,13/10/2004,Not applicable,Not applicable,"COLLEGE OF RADIOLOGISTS, SINGAPORE",Health,Registered,200410338Z,http://www.ams.edu.sg/
81 KIM KEAT ROAD #11-00 NKF CENTRE Singapore 328836,13/10/2004,Not applicable,Not applicable,"COLLEGE OF SURGEONS, SINGAPORE",Health,Registered,200410341R,http://www.ams.edu.sg/
8 CROSS STREET #10-00 PWC BUILDING Singapore 048424,20/08/2014,Not applicable,Not applicable,COMMON PURPOSE ASIA-PACIFIC LIMITED,Education,Registered,201331830Z,Not applicable
11 BIOPOLIS WAY #04-01/02 HELIOS Singapore 138667,14/02/2017,Not applicable,Not applicable,"COMMUNICABLE DISEASE THREATS INITIATIVE, INCORPORATING ASIA PACIFIC LEADERS MALARIA ALLIANCE",Health,Registered,201613689Z,http://www.aplma.org/
11 HOSPITAL DRIVE NATIONAL CANCER CENTRE Singapore 169610,14/12/2000,From 01/09/2016 To 31/08/2018,Live,COMMUNITY CANCER FUND,Health,Registered,T00CC1481D,http://www.nccs.com.sg
63 JALAN PEMIMPIN #03-01 PEMIMPIN INDUSTRIAL BUILDING Singapore 577219,08/09/2005,Not applicable,Not applicable,COMMUNITY CONCERN SERVICES,Social and Welfare,Registered,T04SS0147L,Not applicable
90 GOODMAN ROAD #05-02 GOODMAN ARTS CENTRE Singapore 439053,30/09/2013,Not applicable,Not applicable,COMMUNITY CULTURAL DEVELOPMENT (SINGAPORE) LTD.,Arts and Heritage,Registered,201227165G,http://www.ccd.sg
40 JALAN PEMIMPIN #03-09 TAT ANN BUILDING Singapore 577185,27/07/1992,Not applicable,Not applicable,Community for Christ Church,Religious,Registered,S89SS0047K,Not applicable
18 BOON LAY WAY #04-127 TRADEHUB21 Singapore 609966,17/02/1989,Not applicable,Not applicable,COMMUNITY OF PRAISE BAPTIST CHURCH,Religious,Registered,S87SS0125L,http://www.cpbc.org.sg
896 DUNEARN ROAD #03-02C SIME DARBY CENTRE Singapore 589472,18/10/2011,Not applicable,Not applicable,COMMUNITY OUTREACH RUGBY DEVELOPMENT LIMITED,Sports,Registered,201114168H,http://www.cordprogramme.org
6B ORANGE GROVE ROAD COMO HOUSE Singapore 258332,18/05/2011,Not applicable,Not applicable,COMO FOUNDATION,Others,Registered,201107654R,www.comofoundation.org
50 CHIN SWEE ROAD #09-04 THONG CHAI BUILDING Singapore 169874,28/04/2015,Not applicable,Not applicable,COMPASS LIFE,Social and Welfare,Registered,T13SS0112C,compasslifesg.wordpress.com
80 ROBINSON ROAD #02-00 Singapore 068898,28/08/2009,From 01/09/2016 To 31/08/2019,Live,COMPASSION FUND LTD.,Social and Welfare,Registered,200904371Z,http://www.compassionfund.sg
228 BUKIT BATOK CENTRAL #01-45 Singapore 650228,13/08/2001,From 01/11/2017 To 31/01/2019,Live,Concern & Care Society,Social and Welfare,Registered,T01SS0058F,http://www.concernandcare.org.sg
21 HILLVIEW AVENUE #06-05 GLENDALE PARK Singapore 669556,31/10/1984,Not applicable,Not applicable,CONGRESS TRUST FUND OF THE OBSTETRICAL AND GYNAECOLOGICAL SOCIETY OF SINGAPORE,Health,Registered,S84CC0107E,Not applicable
128 PRINSEP STREET #01-01 SIN THAI HIN BUILDING Singapore 188655,17/03/2014,Not applicable,Not applicable,CONJUNCT CONSULTING (SINGAPORE) LIMITED,Others,Registered,201319107K,http://www.conjunctconsulting.org
308 TANGLIN ROAD #01-02 Singapore 247974,19/04/2017,From 22/05/2017 To 31/12/2018,Live,Conservation International Singapore Conservation Trust,Others,Registered,T17CC0001C,Not applicable
11 BEACH ROAD #04-01 CRASCO BUILDING Singapore 189675,21/04/2010,Not applicable,Not applicable,"CONSERVATION INTERNATIONAL SINGAPORE, LTD.",Others,Registered,200910510N,www.conservation.org
170 Ghim Moh Road #05-01 Ulu Pandan Community Building Singapore 279621,04/09/1993,Not applicable,Not applicable,Consumers' Association of Singapore (CASE),Others,Registered,S71SS0016L,http://www.case.org.sg
170 GHIM MOH ROAD #5-1 ULU PANDAN COMMUNITY BUILDING Singapore 279621,28/06/2004,From 01/08/2016 To 31/07/2019,Live,CONSUMERS ASSOCIATION OF SINGAPORE ENDOWMENT FUND,Others,Registered,T04CC1786K,http://www.case.org.sg
11 East Coast Road #03-01/02 Odean-Katong Shopping Complex Singapore 428722,30/09/1996,Not applicable,Not applicable,Cornerstone Community Church,Religious,Registered,S95SS0118J,http://www.cscc.org.sg
11 EAST COAST ROAD #01-08 THE ODEON KATONG Singapore 428722,11/06/1997,From 01/05/2016 To 30/04/2018,Live,CORNERSTONE COMMUNITY SERVICES,Social and Welfare,Registered,S96SS0151G,http://www.cornerstoneservices.org.sg
114 LAVENDER STREET #12-71 HOCK SENG BUILDING Singapore 338729,27/07/1999,Not applicable,Not applicable,Cornerstone Evangelical Baptist Church,Religious,Registered,S98SS0130L,http://www.cebc.sg
47 ELITE TERRACE SOUTH UNION PARK Singapore 458800,01/02/2007,Not applicable,Not applicable,Cornerstone Restoration Centre,Religious,Registered,T03SS0047D,Not applicable
7 Lorong 25A Geylang Singapore 388221,26/09/1991,Not applicable,Not applicable,Coronation Baptist Church,Religious,Registered,S90SS0036L,www.coronationbc.org.sg
11 KENT RIDGE DRIVE #05-03 Singapore 119244,29/04/2011,Not applicable,Not applicable,COUNCIL FOR ADVANCEMENT AND SUPPORT OF EDUCATION - ASIA PACIFIC,Education,Registered,200714231E,http://www.case.org
9 BISHAN PLACE #10-01 JUNCTION 8 SHOPPING CENTRE Singapore 579837,05/03/2008,Not applicable,Not applicable,COUNCIL FOR THIRD AGE,Social and Welfare,Registered,200708621W,http://www.c3a.org.sg
3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,11/06/2013,Not applicable,Not applicable,COUNCIL FOR WORLD MISSION LTD.,Religious,Registered,201206146Z,http://www.cwmission.org
536 UPPER CROSS STREET #05-241 HONG LIM COMPLEX Singapore 050536,30/11/1983,From 01/12/2017 To 31/08/2020,Live,COUNSELLING AND CARE CENTRE,Social and Welfare,Registered,S75SS0014F,http://www.counsel.org.sg
6 Lorong 7 Geylang Road Singapore 388790,27/09/1994,Not applicable,Not applicable,Covenant Church of Christ,Religious,Registered,S93SS0134C,Not applicable
1 Cambridge Road Singapore 219677,23/02/1998,Not applicable,Not applicable,Covenant Community Baptist Church,Religious,Registered,S94SS0064K,www.ccbc.org.sg
11 BLACKMORE DRIVE #04-00 METHODIST GIRL'S SCHOOL Singapore 599986,04/03/1995,Not applicable,Not applicable,COVENANT COMMUNITY METHODIST CHURCH,Religious,Registered,S95CC1076H,http://www.ccmc.org.sg
10 JELAPANG ROAD Singapore 677740,18/08/1995,Not applicable,Not applicable,COVENANT EVANGELICAL FREE CHURCH,Religious,Registered,S92SS0116B,http://www.cefc.org.sg
11 JALAN MESIN #04-00 STANDARD INDUSTRIAL BUILDING Singapore 368813,18/06/1988,Not applicable,Not applicable,"Covenant Evangelical Reformed Church (CERC), The",Religious,Registered,S87SS0106H,Not applicable
110 RACE COURSE ROAD COVENANT HOUSE Singapore 218578,17/11/1992,Not applicable,Not applicable,COVENANT PRESBYTERIAN CHURCH,Religious,Registered,T12SS0164D,http://cplink.org.sg
154 TYRWHITT ROAD Singapore 207567,04/02/2005,Not applicable,Not applicable,Covenant Vision Christian Mission,Religious,Registered,T00SS0049C,http://www.covenantvision.org
210 MIDDLE ROAD #05-04 SINGAPORE POOLS BUILDING Singapore 188994,28/04/2016,Not applicable,Not applicable,CREDIT COUNSELLING SINGAPORE,Social and Welfare,Registered,201607267C,www.ccs.org.sg
22 JALAN LENGKOK SEMBAWANG Singapore 759249,30/04/1990,Not applicable,Not applicable,CRESCENT GIRLS' SCHOOL ALUMNAE ASSOCIATION TRUST FUND,Education,Registered,S90CC0731F,Not applicable
561 JURONG EAST STREET 24 CREST SECONDARY SCHOOL Singapore 609561,02/01/2012,From 02/01/2017 To 01/01/2020,Live,CREST SECONDARY SCHOOL,Education,Registered,201136224W,http://www.crestsec.edu.sg
3 LITTLE ROAD Singapore 536982,26/10/2005,Not applicable,Not applicable,Crime Library (Singapore),Others,Registered,T04SS0289C,Not applicable
18 Lorong M Telok Kurau #03-03 Madeira Court Singapore 425408,16/04/2001,Not applicable,Not applicable,Criswell Tabernacle,Religious,Registered,T00SS0196J,Not applicable
3 UBI AVENUE 3 #07-00 CROCODILE HOUSE Singapore 408857,22/01/2016,Not applicable,Not applicable,CROCODILE FOUNDATION LTD.,Others,Registered,201535138W,Not applicable
"237 ARCADIA ROAD #04-06 ARCADIA, THE Singapore 289844",14/01/2014,Not applicable,Not applicable,CROHN'S & COLITIS SOCIETY OF SINGAPORE,Health,Registered,T12SS0090L,Not applicable
3 SHENTON WAY #12-08 SHENTON HOUSE Singapore 068805,27/09/1995,Not applicable,Not applicable,Crossways Life Centre,Religious,Registered,S90SS0077E,Not applicable
71 Tannery Lane #07-06/07 City Industrial Building Singapore 347807,07/07/1998,Not applicable,Not applicable,Crown of Glory Church,Religious,Registered,S96SS0197C,Not applicable
18 VERDUN ROAD #04-01 CRU CENTRE Singapore 207280,27/03/1986,Not applicable,Not applicable,CRU ASIA LIMITED,Religious,Registered,197200238N,https://www.cru.org/
3 STADIUM DRIVE #01-33 Singapore 397630,19/01/2011,Not applicable,Not applicable,CUESPORTS SINGAPORE,Sports,Registered,S65SS0011D,www.cuesports.org.sg
140 HILL STREET #03-00 OLD HILL STREET POLICE STATION Singapore 179369,16/06/2014,Not applicable,Not applicable,Cultural Matching Fund,Arts and Heritage,Registered,T14CC0004J,http://www.mccy.gov.sg/cmf
8 LORONG 27A GEYLANG #02-04 Guilin Building Singapore 388106,24/05/2002,Not applicable,Not applicable,Culture Regeneration Research Society,Arts and Heritage,Registered,T00SS0181B,Not applicable
10 ANSON ROAD #17-13 INTERNATIONAL PLAZA Singapore 079903,17/05/2013,Not applicable,Not applicable,D.O.G.S (SINGAPORE) LIMITED,Others,Registered,201222314Z,http://ilovedogs.com.sg/
251 OCEAN DRIVE Singapore 098381,13/07/2004,From 01/04/2017 To 31/03/2020,Live,D.S. LEE FOUNDATION,Health,Registered,200402751C,Not applicable
12A Lorong 1 Geylang Singapore 389120,03/10/1996,Not applicable,Not applicable,Da De Maitreya Moral Society,Religious,Registered,S94SS0109F,Not applicable
148 Paya Lebar Road Singapore 409018,27/01/1994,Not applicable,Not applicable,Da Sheng Kong Chinese Temple,Religious,Registered,S89SS0076G,Not applicable
8 WILKIE ROAD #03-01 WILKIE EDGE Singapore 228095,06/07/2011,Not applicable,Not applicable,DANA ASIA,Others,Registered,201106512M,http://www.danaasia.org
60 WATERLOO STREET Singapore 187957,20/07/1996,From 01/10/2015 To 30/09/2018,Live,DANCE ENSEMBLE SINGAPORE LTD,Arts and Heritage,Registered,199304358N,http://www.des.org.sg
10 JALAN BESAR #10-12 SIM LIM TOWER Singapore 208787,08/02/2013,Not applicable,Not applicable,'DANCE.ACT.PLAY' PERFORMING ARTS SOCIETY FOR THE DISABLED,Social and Welfare,Registered,T12SS0084A,dappas.org
57 Jalan Hwi Yoh Singapore 557430,27/09/1994,Not applicable,Not applicable,Darma Muneeswaran Temple Society,Religious,Registered,S81SS0052F,Not applicable
"50 BUKIT BATOK STREET 31 #11-04 MADEIRA, THE Singapore 659442",18/06/2007,Not applicable,Not applicable,D'ARTISTES,Arts and Heritage,Registered,T06SS0069K,Not applicable
5 MATTAR ROAD Singapore 387713,13/09/2013,From 01/10/2017 To 31/03/2019,Live,DARUL IHSAN ORPHANAGE,Social and Welfare,Registered,T07CC3022A,http://www.mtfa.org
73 BUKIT TIMAH ROAD #05-01 REX HOUSE Singapore 229832,14/11/2012,Not applicable,Not applicable,DAS ACADEMY LTD.,Education,Registered,201003689Z,http://www.dasacademy.edu.sg
73 BUKIT TIMAH ROAD #05-01 REX HOUSE Singapore 229832,14/11/2012,Not applicable,Not applicable,DAS INTERNATIONAL SERVICES LTD.,Education,Registered,201111119G,http://www.dasint.org.sg
780 UPPER SERANGOON ROAD #02-06 CHOON KIM HOUSE Singapore 534649,19/03/2015,From 09/10/2017 To 08/10/2018,Live,DAUGHTERS OF TOMORROW LIMITED,Social and Welfare,Registered,201425430M,www.daughtersoftomorrow.org
8D GALLOP ROAD CAMWOOD PARK Singapore 258970,09/01/2013,Not applicable,Not applicable,DAVID COLVIN SCOTT FOUNDATION LIMITED,Social and Welfare,Registered,201202548N,Not applicable
23 Telok Blangah Crescent #01-40 Singapore 090023,16/01/2002,Not applicable,Not applicable,Deaf and Hard-of-Hearing Federation (Singapore),Social and Welfare,Registered,S98SS0140E,Not applicable
27 WOODLANDS INDUSTRIAL PARK E1 #01-06 HIANGKIE INDUSTRIAL BUILDING Singapore 757718,14/10/2013,From 07/03/2017 To 06/03/2020,Live,DEAF SPORTS ASSOCIATION (SINGAPORE),Sports,Registered,T12SS0228C,http://www.dsa.org.sg
39 Jalan Pemimpin #05-02 Tai Lee Industrial Building Singapore 577182,13/08/1993,Not applicable,Not applicable,Deeper Life Christian Center (DLCC ),Religious,Registered,S92SS0025J,Not applicable
1 MANDALAY ROAD NATIONAL SKIN CENTRE Singapore 308205,12/04/1986,Not applicable,Not applicable,Dermatological Society of Singapore,Health,Registered,S72SS0047E,www.dermatology.org.sg
75 JALAN KELABU ASAP Singapore 278268,31/12/2009,From 18/01/2018 To 17/01/2019,Live,"Design Society, The",Arts and Heritage,Registered,T09SS0071G,http://www.thedesignsociety.sg
38 Jalan Eunos Singapore 419500,03/07/1985,Not applicable,Not applicable,"Dharma Cakra Society, The",Religious,Registered,S69SS0051L,www.dcs.org.sg
