address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
308 TANGLIN ROAD #01-02 Singapore 247974,19/04/2017,From 22/05/2017 To 31/12/2018,Live,Conservation International Singapore Conservation Trust,Others,Registered,T17CC0001C,Not applicable
170 GHIM MOH ROAD #5-1 ULU PANDAN COMMUNITY BUILDING Singapore 279621,28/06/2004,From 01/08/2016 To 31/07/2019,Live,CONSUMERS ASSOCIATION OF SINGAPORE ENDOWMENT FUND,Others,Registered,T04CC1786K,http://www.case.org.sg
11 EAST COAST ROAD #01-08 THE ODEON KATONG Singapore 428722,11/06/1997,From 01/05/2016 To 30/04/2018,Live,CORNERSTONE COMMUNITY SERVICES,Social and Welfare,Registered,S96SS0151G,http://www.cornerstoneservices.org.sg
536 UPPER CROSS STREET #05-241 HONG LIM COMPLEX Singapore 050536,30/11/1983,From 01/12/2017 To 31/08/2020,Live,COUNSELLING AND CARE CENTRE,Social and Welfare,Registered,S75SS0014F,http://www.counsel.org.sg
561 JURONG EAST STREET 24 CREST SECONDARY SCHOOL Singapore 609561,02/01/2012,From 02/01/2017 To 01/01/2020,Live,CREST SECONDARY SCHOOL,Education,Registered,201136224W,http://www.crestsec.edu.sg
251 OCEAN DRIVE Singapore 098381,13/07/2004,From 01/04/2017 To 31/03/2020,Live,D.S. LEE FOUNDATION,Health,Registered,200402751C,Not applicable
60 WATERLOO STREET Singapore 187957,20/07/1996,From 01/10/2015 To 30/09/2018,Live,DANCE ENSEMBLE SINGAPORE LTD,Arts and Heritage,Registered,199304358N,http://www.des.org.sg
5 MATTAR ROAD Singapore 387713,13/09/2013,From 01/10/2017 To 31/03/2019,Live,DARUL IHSAN ORPHANAGE,Social and Welfare,Registered,T07CC3022A,http://www.mtfa.org
780 UPPER SERANGOON ROAD #02-06 CHOON KIM HOUSE Singapore 534649,19/03/2015,From 09/10/2017 To 08/10/2018,Live,DAUGHTERS OF TOMORROW LIMITED,Social and Welfare,Registered,201425430M,www.daughtersoftomorrow.org
27 WOODLANDS INDUSTRIAL PARK E1 #01-06 HIANGKIE INDUSTRIAL BUILDING Singapore 757718,14/10/2013,From 07/03/2017 To 06/03/2020,Live,DEAF SPORTS ASSOCIATION (SINGAPORE),Sports,Registered,T12SS0228C,http://www.dsa.org.sg
75 JALAN KELABU ASAP Singapore 278268,31/12/2009,From 18/01/2018 To 17/01/2019,Live,"Design Society, The",Arts and Heritage,Registered,T09SS0071G,http://www.thedesignsociety.sg
141 Bedok Reservoir Road #01-1529 Singapore 470141,27/09/1983,From 01/07/2016 To 30/06/2018,Live,Diabetic Society of Singapore,Health,Registered,S71SS0043E,http://www.diabetes.org.sg
90 GOODMAN ROAD #01-45 GOODMAN ARTS CENTRE Singapore 439053,04/01/2012,From 21/11/2015 To 31/03/2018,Live,DING YI MUSIC COMPANY LTD.,Arts and Heritage,Registered,201101809W,http://www.dingyimusic.com
1 JURONG WEST CENTRAL 2 #04-01 JURONG POINT SHOPPING CENTRE Singapore 648886,30/12/1998,From 01/02/2018 To 31/07/2019,Live,Disabled People's Association,Social and Welfare,Registered,S86SS0002F,http://www.dpa.org.sg
1 MARINA BOULEVARD #10-00 ONE MARINA BOULEVARD Singapore 018989,18/01/2017,From 10/03/2017 To 09/03/2018,Live,Domestic Employees Welfare Fund,Social and Welfare,Registered,T16CC0008C,www.cde.org.sg
10 Jalan Tan Tock Seng Singapore 308436,20/04/1994,From 01/10/2017 To 30/09/2020,Live,Dover Park Hospice,Health,Registered,S92SS0138D,http://www.doverpark.org.sg
9 BISHAN PLACE #09-01 JUNCTION 8 SHOPPING CENTRE Singapore 579837,17/01/1997,From 01/10/2017 To 30/09/2019,Live,Down Syndrome Association (Singapore),Social and Welfare,Registered,S96SS0170K,http://www.downsyndrome-singapore.org
14A TRENGGANU STREET Singapore 058468,05/07/2006,From 01/02/2017 To 31/01/2019,Live,DRAMA BOX LTD.,Arts and Heritage,Registered,200517863N,http://www.dramabox.org
1 JURONG WEST CENTRAL 2 #05-01 JURONG POINT Singapore 648886,15/02/1996,From 01/04/2016 To 31/03/2018,Live,DYSLEXIA ASSOCIATION OF SINGAPORE,Education,Registered,S91SS0096B,http://www.das.org.sg
1 NORTH BUONA VISTA DRIVE #9-0 Singapore 138675,,From 02/12/2016 To 01/12/2021,Live,EDUCATION FUND,Education,Exempt,T06CC3002H,https://www.moe.gov.sg/about/org-structure/fdd/education-fund
1 MARINA BOULEVARD #15-09 ONE MARINA BOULEVARD Singapore 018989,30/06/2000,From 01/01/2017 To 31/12/2019,Live,ELDERCARE TRUST,Social and Welfare,Registered,T00CC1448L,Not applicable
177 RIVER VALLEY ROAD #05-19 LIANG COURT Singapore 179030,24/11/1998,From 01/06/2016 To 31/03/2018,Live,EMCC,Social and Welfare,Registered,S97SS0164E,http://www.emcc.org.sg
2 KALLANG AVENUE #06-14 CT HUB Singapore 339407,11/09/2003,From 20/03/2017 To 19/03/2018,Live,En Community Services Society,Social and Welfare,Registered,T03SS0051L,http://www.ecss.org.sg
112 LAVENDER STREET #03-01 FAR EAST REFRIGERATION BUILDING Singapore 338728,12/09/1996,From 09/08/2016 To 08/08/2018,Live,Epilepsy Care Group (Singapore),Health,Registered,S95SS0164F,http://www.epilepsycare.org
100 JALAN MASHHOR Singapore 299177,21/10/2015,From 01/11/2017 To 31/10/2018,Live,EQUAL-ARK SINGAPORE LTD.,Social and Welfare,Registered,201536378N,www.equal.org.sg
180 BEDOK RESERVOIR ROAD Singapore 479220,26/08/1989,From 01/04/2015 To 31/03/2018,Live,EUNOS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0679A,http://www.pa.gov.sg
139 Ceylon Road Singapore 429744,27/06/1995,From 18/05/2015 To 17/05/2020,Live,"Eurasian Association, The",Others,Registered,S64SS0001E,http://www.eurasians.org/home.html
50 COMMONWEALTH DRIVE #01-506 Singapore 142050,13/10/2004,From 01/07/2016 To 31/12/2018,Live,FAITHACTS,Social and Welfare,Registered,T04SS0050J,http://www.faithacts.org.sg
2 Highland Road #LG-01 Catholic Archdiocesan Education Centre Singapore 549102,15/04/1989,From 01/11/2015 To 30/04/2018,Live,Family Life Society,Social and Welfare,Registered,S85SS0018D,http://www.familylife.sg
185 BUKIT BATOK WEST AVENUE 6 #01-187 Singapore 650185,18/05/1999,From 01/10/2015 To 30/09/2018,Live,Fei Yue Community Services,Social and Welfare,Registered,S96SS0134G,http://www.fycs.org
185 BUKIT BATOK WEST AVENUE 6 #01-187 Singapore 650185,16/07/1994,From 01/10/2015 To 30/09/2018,Live,FEI YUE FAMILY SERVICE CENTRE,Social and Welfare,Registered,S94SS0031G,http://www.fycs.org
3 STADIUM DRIVE Singapore 397630,10/12/2010,From 30/08/2016 To 29/08/2018,Live,Fencing Singapore,Sports,Registered,S65SS0025D,http://www.fencingsingapore.org.sg
20 BEDOK NORTH ST 2 Singapore 469644,03/10/1989,From 01/04/2015 To 31/03/2018,Live,FENGSHAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0688K,Not applicable
38 CHAI CHEE AVENUE #01-177 Singapore 461038,19/08/2005,From 01/04/2015 To 31/03/2018,Live,FILOS COMMUNITY SERVICES LTD.,Social and Welfare,Registered,200408452G,http://www.filos.sg
9 BISHAN PLACE #08-03 JUNCTION 8 SHOPPING CENTRE Singapore 579837,05/06/2002,From 01/04/2016 To 30/09/2018,Live,FOCUS ON THE FAMILY SINGAPORE LIMITED,Social and Welfare,Registered,200108115N,www.family.org.sg
4 BATTERY ROAD #25-01 BANK OF CHINA BUILDING Singapore 049908,01/08/2008,From 01/11/2016 To 31/10/2018,Live,FOOD FROM THE HEART,Social and Welfare,Registered,200721064R,http://www.foodheart.org
100 Tyrwhitt Road #01-02 Jalan Besar Stadium Singapore 207542,29/03/2011,From 08/06/2016 To 07/06/2019,Live,Football Association of Singapore,Sports,Registered,S82SS0043B,http://www.fas.org.sg
10 LORONG 27A GEYLANG #02-01 Singapore 388107,06/06/2014,From 14/08/2017 To 13/08/2020,Live,FOOTBALLPLUS LTD.,Sports,Registered,201329363K,www.footballplus.org
2985 JALAN BUKIT MERAH #01-1B JAPAN SINGAPORE TRAINING CENTRE Singapore 159457,21/11/2007,From 01/12/2017 To 30/11/2018,Live,Foreign Domestic Worker Association for Social Support and Training (FAST),Social and Welfare,Registered,T05SS0103A,http://www.fast.org.sg
133 NEW BRIDGE ROAD #04-03 CHINATOWN POINT Singapore 059413,26/03/1994,From 01/02/2017 To 31/07/2019,Live,FOUNDATION OF ROTARY CLUBS (SINGAPORE) LTD,Social and Welfare,Registered,199300813R,http://rotarysingaporefoundation.org
90 GOODMAN ROAD #02-51 GOODMAN ARTS CENTRE Singapore 439053,20/10/2011,From 26/05/2016 To 25/05/2018,Live,FRONTIER DANCELAND LTD.,Arts and Heritage,Registered,201127710M,www.frontierdanceland.com
431A YISHUN AVENUE 1 #01-507 Singapore 761431,03/02/2016,From 01/03/2016 To 28/02/2018,Live,GAMBAS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T16CC0001J,Not applicable
1 CLUNY ROAD C/O NATIONAL PARKS BOARD Singapore 259569,19/11/2002,From 01/07/2016 To 30/06/2019,Live,GARDEN CITY FUND,Others,Registered,T02CC1634C,http://www.gardencityfund.org
1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,26/03/2012,From 01/04/2017 To 31/03/2020,Live,GARDENS BY THE BAY,Others,Registered,201132829N,www.gardensbythebay.com.sg
512 THOMSON ROAD #14-00 MSF BUILDING Singapore 298136,08/07/1986,From 01/10/2016 To 30/09/2018,Live,GENERAL WELFARE FUND,Social and Welfare,Registered,S86CC0353E,http://www.ncss.org.sg
97 Aljunied Crescent #01-439 Singapore 380097,24/06/1986,From 01/08/2016 To 31/07/2019,Live,Geylang East Home For The Aged,Social and Welfare,Registered,T01SS0110J,http://www.geha.org.sg
99 HAIG ROAD Singapore 438748,13/01/1992,From 01/04/2017 To 31/03/2020,Live,GEYLANG SERAI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S92CC0856H,http://www.pa.gov.sg
9 BISHAN STREET 14 SINGAPORE GIRLS GUIDE ASSOCIATION Singapore 579785,22/03/1985,From 01/09/2015 To 31/08/2018,Live,Girl Guides Singapore,Education,Registered,S67SS0005D,http://www.girlguides.org.sg
795 Upper Serangoon Road Girls' Brigade Centre Singapore 534667,23/04/1985,From 01/09/2016 To 31/08/2019,Live,"Girls' Brigade, Singapore , The",Education,Registered,S61SS0001A,http://www.gb.org.sg
160 ROBINSON ROAD #06-01 SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914,12/12/2013,From 05/08/2016 To 04/08/2018,Live,Global Compact Network Singapore,Others,Registered,T05SS0028L,http://www.unglobalcompact.sg
1 Francis Thomas Drive #02-17 Diocesan Centre Building Singapore 359340,29/09/2000,From 24/10/2017 To 23/07/2019,Live,Good News Community Services,Social and Welfare,Registered,S99SS0015F,http://www.goodnews.org.sg
19 COMPASSVALE WALK FU HUI LINK Singapore 544644,06/03/1990,From 01/09/2017 To 31/08/2019,Live,Grace Lodge,Health,Registered,S88SS0120C,http://www.sbws.org.sg
34A SOUTH BRIDGE ROAD LEAGOO BUILDING Singapore 058668,01/09/2008,From 01/09/2017 To 31/08/2019,Live,GUIDE DOGS SINGAPORE LTD.,Social and Welfare,Registered,200302260G,http://www.guidedogs.org.sg
56 LORONG 23 GEYLANG #05-00 CENTURY TECHNOLOGY BUILDING Singapore 388381,27/04/2004,From 09/03/2015 To 08/03/2018,Live,HABITAT FOR HUMANITY SINGAPORE LTD,Others,Registered,200201617W,http://www.habitat.org.sg
704 BEDOK RESERVOIR ROAD #01-3622 Singapore 470704,17/09/1986,From 01/01/2018 To 31/12/2019,Live,Haemophilia Society of Singapore,Health,Registered,S85SS0047A,http://www.haemophilia.org.sg
133 NEW BRIDGE ROAD #13-10 CHINATOWN POINT Singapore 059413,15/11/2003,From 01/10/2017 To 30/09/2019,Live,HALOGEN FOUNDATION (SINGAPORE),Others,Registered,200308081M,www.halogen.sg
16 WHAMPOA DRIVE Singapore 327725,25/02/1985,From 01/10/2016 To 30/09/2019,Live,Handicaps Welfare Association,Social and Welfare,Registered,S69SS0057J,http://www.hwa.org.sg
12 Jalan Tan Tock Seng Singapore 308437,27/03/1991,From 01/10/2017 To 30/09/2019,Live,HCA Hospice Care,Health,Registered,S89SS0106G,http://www.hca.org.sg
1 Lorong 23 Geylang Singapore 388352,06/02/1998,From 01/10/2016 To 30/09/2018,Live,HCSA COMMUNITY SERVICES,Social and Welfare,Registered,S97SS0023J,http://www.highpoint.org.sg
1 LORONG 23 GEYLANG #01-07 Singapore 388352,25/05/2011,From 01/08/2017 To 31/10/2018,Live,HEALTHSERVE LTD.,Social and Welfare,Registered,200615440H,http://www.healthserve.org.sg
2 ORCHARD LINK #05-07A *SCAPE BUILDING Singapore 237978,08/11/2000,From 01/01/2017 To 31/12/2019,Live,HEARTWARE NETWORK,Others,Registered,T00SS0109G,http://www.heartware.org
30 DURBAN ROAD Singapore 759642,01/11/2009,From 01/11/2015 To 30/04/2018,Live,HEB - ASHRAM HALFWAY HOUSE,Social and Welfare,Registered,T09CC0009L,http://heb.gov.sg/HEB-Ashram.aspx
570 Ang Mo Kio Ave 3 #01-3317 Singapore 560570,10/07/1992,From 01/01/2018 To 31/12/2020,Live,Help Family Service Centre,Social and Welfare,Registered,S92SS0027A,http://www.helpfsc.org.sg
819 Upper Serangoon Road Singapore 534678,20/07/1989,From 01/01/2018 To 30/09/2020,Live,"Helping Hand, The",Social and Welfare,Registered,S88SS0058F,http://www.thehelphand.org
500 BUKIT MERAH VIEW Singapore 159682,08/12/2002,From 01/04/2017 To 31/03/2020,Live,Henderson-Dawson CCC Community Development and Welfare Fund,Community,Registered,T02CC1588K,http://www.pa.gov.sg
93 TOA PAYOH CENTRAL #07-01 TOA PAYOH CENTRAL COMMUNITY BUILDING Singapore 319194,01/10/2007,From 01/10/2015 To 30/09/2018,Live,HOME NURSING FOUNDATION,Health,Registered,S76SS0044D,http://www.hnf.org.sg
30 BUKIT BATOK STREET 31 HONG KAH NORTH COMMUNITY CLUB Singapore 659440,10/01/1991,From 01/04/2013 To 31/03/2018,Live,HONG KAH NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S91CC0782K,Not applicable
20 HAVELOCK ROAD #02-25 CENTRAL SQUARE Singapore 059765,12/05/2014,From 21/05/2016 To 20/05/2019,Live,HONOUR (SINGAPORE) LTD.,Others,Registered,201405223G,www.honour.sg
466 CRAWFORD LANE #03-06 Singapore 190466,02/04/1998,From 23/03/2017 To 22/03/2018,Live,HOPE CENTRE (SINGAPORE),Social and Welfare,Registered,S97SS0032G,http://www.hopecentre.org.sg
1 EDGEFIELD WALK Singapore 828850,18/07/2002,From 01/12/2017 To 30/11/2020,Live,HOPE WORLDWIDE (SINGAPORE),Social and Welfare,Registered,S98SS0151F,http://www.hopewwsea.org
490 EAST COAST ROAD ST. PATRICK'S SCHOOL Singapore 429058,19/10/2010,From 01/02/2016 To 31/01/2019,Live,HOPEHOUSE LTD.,Social and Welfare,Registered,201010093H,Not applicable
35 Hougang Ave 3 HOUGANG COMMUNITY CLUB Singapore 538840,19/08/2004,From 04/01/2018 To 31/12/2020,Live,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T04CC1802K,Not applicable
304 Orchard Road #06-22 Lucky Plaza Singapore 238863,17/02/2005,From 01/11/2017 To 31/10/2018,Live,Humanitarian Organization for Migration Economics,Social and Welfare,Registered,T04SS0193H,http://www.home.org.sg
663 Bukit Timah Road Singapore 269783,10/08/2004,From 01/02/2016 To 31/01/2019,Live,Hwa Chong International School Education Fund,Education,Registered,T10CC0001A,http://www.hcis.edu.sg
323B SENGKANG EAST WAY #01-555 Singapore 542323,06/04/2006,From 01/02/2018 To 31/01/2019,Live,I Love Children,Social and Welfare,Registered,T05SS0233G,http://www.ilovechildren.sg
2 HOUGANG AVENUE 3 #04-256 Singapore 530002,25/09/2013,From 01/01/2018 To 31/12/2018,Live,IC@RE HUB LTD.,Social and Welfare,Registered,201307803W,Not applicable
6 BATTERY ROAD #41-00 Singapore 049909,31/05/2012,From 01/09/2017 To 29/02/2020,Live,IC2 PREPHOUSE LIMITED,Social and Welfare,Registered,201136583G,www.ic2.com.sg
6 UBI ROAD 1 #04-11 WINTECH CENTRE Singapore 408726,26/08/2015,From 01/01/2018 To 31/12/2019,Live,IMAGE MISSION LTD.,Social and Welfare,Registered,201506898W,www.imagemission.org
503 ANG MO KIO STREET 13 Singapore 569406,05/08/1992,From 01/07/2017 To 31/03/2020,Live,INFANT JESUS HOMES AND CHILDREN'S CENTRES,Social and Welfare,Registered,S92CC0888D,http://www.ijhcc.org
407 Upper Changi Road North Singapore Prison Service Headquarters Singapore 507658,01/07/2008,From 01/02/2016 To 31/07/2018,Live,Inmates' Families Support Fund,Social and Welfare,Registered,T08CC2100D,Not applicable
11 UPPER WILKIE ROAD Singapore 228120,17/11/2009,From 01/01/2017 To 31/12/2019,Live,INTERCULTURAL THEATRE INSTITUTE LTD.,Arts and Heritage,Registered,200818680E,http://www.iti.edu.sg
60 CECIL STREET ISCA HOUSE Singapore 049709,04/11/2015,From 24/12/2016 To 23/12/2018,Live,ISCA CARES LIMITED,Social and Welfare,Registered,201532966C,www.iscacares.org.sg
30 HENG MUI KENG TERRACE Singapore 119614,,From 01/04/2015 To 31/03/2018,Live,ISEAS RESEARCH FUNDS,Education,Exempt,T08CC3005F,http://www.iseas.edu.sg
2 ANG MO KIO DRIVE Singapore 567720,,From 01/04/2016 To 31/03/2019,Live,ITE EDUCATION FUND (ITEEF),Education,Exempt,T08CC3006B,Not applicable
535 SERANGOON NORTH AVE 4 #01-179 Singapore 550535,18/03/1987,From 01/04/2017 To 31/03/2020,Live,JALAN KAYU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S87CC0436A,Not applicable
10 SHENTON WAY #12-04 MAS BUILDING Singapore 079117,29/04/1991,From 13/12/2016 To 31/08/2018,Live,JCCI SINGAPORE FOUNDATION LIMITED,Others,Registered,199002444H,Not applicable
1 VALLEY ROAD GLAD TIDINGS CHURCH Singapore 534449,25/07/2003,From 01/07/2015 To 30/06/2018,Live,Jia Ying Community Services Society,Social and Welfare,Registered,T01SS0100D,http://www.jiaying.org
227 LORONG 8 TOA PAYOH #02-138 TOA PAYOH EIGHT Singapore 310227,16/03/2009,From 12/08/2017 To 11/11/2018,Live,JOHN MEAD DANCE COMPANY LTD.,Arts and Heritage,Registered,200701899H,www.johnmeaddanceco.com
205 Jalan Kayu Singapore 799436,31/08/1990,From 15/05/2017 To 14/05/2019,Live,Ju Eng Home for Senior Citizens,Health,Registered,S89SS0113B,http://www.juenghome.org.sg
6 JURONG WEST AVE 1 Singapore 649520,08/05/1997,From 01/04/2015 To 31/03/2018,Live,JURONG CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S97CC1260H,http://www.pa.gov.sg
8 JURONG WEST STREET 52 Singapore 649296,13/10/2011,From 11/11/2013 To 10/11/2018,Live,JURONG SPRING CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T11CC0005A,Not applicable
1 JURONG EAST STREET 21 Singapore 609606,26/08/2011,From 01/09/2015 To 31/08/2018,Live,JURONGHEALTH FUND,Health,Registered,201118604G,www.juronghealthfund.com.sg
670 BEDOK NORTH STREET 3 KAKI BUKIT COMMUNITY CENTRE Singapore 469627,19/03/1992,From 01/04/2015 To 31/03/2018,Live,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S92CC0869A,Not applicable
11 BEDOK NORTH STREET 1 #01-31 HEARTBEAT @ BEDOK Singapore 469662,07/07/1992,From 01/04/2017 To 31/03/2020,Live,KAMPONG CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S92CC0881K,http://www.pa.gov.sg
2 Kitchener Road #03-89 Singapore 200002,01/04/2010,From 01/04/2016 To 31/03/2018,Live,Kampong Kapor Family Service Centre,Social and Welfare,Registered,T10SS0030D,Not applicable
106 ALJUNIED CRESCENT #01-205 Singapore 380106,16/06/1999,From 01/10/2016 To 30/06/2019,Live,KAMPUNG SENANG CHARITY AND EDUCATION FOUNDATION,Social and Welfare,Registered,S99SS0044C,http://www.kampungsenang.org
2 CHOA CHU KANG LOOP #1-01 Singapore 689687,24/01/2003,From 01/04/2013 To 31/03/2018,Live,KEAT HONG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T03CC1651H,Not applicable
113 ANG MO KIO AVENUE 4 #01-343 Singapore 560113,28/11/1986,From 22/11/2013 To 21/11/2018,Live,KEBUN BARU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S86CC0397J,Not applicable
5 Lengkong Tiga #01-01 Kampong Kembangan Community Club Singapore 417408,30/12/1998,From 01/04/2015 To 31/03/2018,Live,KEMBANGAN-CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S98CC1346C,http://www.pa.gov.sg
70 Tampines Avenue 4 Kheng Chiu Happy Lodge Singapore 529681,11/09/1992,From 01/02/2018 To 31/07/2019,Live,Kheng Chiu Loke Tin Kee Home,Social and Welfare,Registered,S92SS0060E,http://www.khengchiuhappylodge.sg
333 KRETA AYER ROAD #03-33 KRETA AYER HEIGHTS Singapore 080333,22/02/1996,From 30/10/2016 To 29/10/2018,Live,KIDNEY DIALYSIS FOUNDATION LIMITED,Health,Registered,199600830Z,http://www.kdf.org.sg
28A KRETA AYER ROAD Singapore 088995,11/08/1989,From 01/04/2015 To 31/03/2018,Live,KRETA AYER- KIM SENG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0678E,http://www.pa.gov.sg
30A KRETA AYER ROAD Singapore 088997,01/03/2011,From 01/01/2015 To 31/12/2017,Live,KRETA AYER PEOPLE'S THEATRE FOUNDATION,Arts and Heritage,Registered,197500851C,http://www.kapt.com.sg
705 SERANGOON ROAD KWONG WAI SHIU HOSPITAL Singapore 328127,18/07/2016,From 18/07/2016 To 30/06/2018,Live,KWONG WAI SHIU HOSPITAL,Health,Registered,201615448C,www.kwsh.org.sg
516 JURONG WEST STREET 52 #01-73 Singapore 640516,09/01/1998,From 01/05/2016 To 30/04/2019,Live,LAKESIDE FAMILY SERVICES,Social and Welfare,Registered,S97SS0022B,http://www.lakeside.org.sg
1 MCNALLY STREET LASALLE COLLEGE OF THE ARTS Singapore 187940,28/05/1993,From 04/10/2015 To 03/10/2018,Live,LASALLE COLLEGE OF THE ARTS LIMITED,Arts and Heritage,Registered,199202950W,http://www.lasalle.edu.sg
39 SOUTH BRIDGE ROAD Singapore 058673,31/03/2017,From 31/03/2017 To 30/03/2019,Live,LAW SOCIETY PRO BONO SERVICES LIMITED,Others,Registered,201700430E,http://probono.lawsociety.org.sg/
3 STADIUM DRIVE #01-34 Singapore 397630,11/11/2016,From 16/12/2016 To 15/12/2018,Live,Lawn Bowls Association for the Disabled (Singapore),Sports,Registered,T04SS0110B,Not applicable
1 NORTH BUONA VISTA DRIVE MOE BUILDING Singapore 138675,04/03/2012,From 04/03/2017 To 03/03/2021,Live,LEE KUAN YEW FUND FOR BILINGUALISM,Arts and Heritage,Registered,201204335M,http://www.bilingualism.sg
100 VICTORIA STREET #08-01 NATIONAL LIBRARY BUILDING Singapore 188064,19/10/1991,From 26/09/2016 To 25/09/2019,Live,LEE KUAN YEW SCHOLARSHIP FUND,Others,Registered,199104843M,http://www.pscscholarships.gov.sg/lky.html
448 Changi Road #04-01 Wisma Indah Singapore 419975,16/10/1985,From 01/02/2016 To 31/08/2018,Live,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),Others,Registered,S66SS0027A,http://lbkm.org.sg/
10 SINARAN DRIVE #10-20 SQUARE 2 Novena Medical Centre Singapore 307506,12/06/2003,From 26/06/2017 To 25/06/2020,Live,Leukemia and Lymphoma Foundation,Health,Registered,T02SS0150A,http://www.llf.org.sg
5 STADIUM WALK #04-04 LEISURE PARK KALLANG Singapore 397693,22/01/2002,From 01/04/2016 To 31/03/2019,Live,Life Community Services Society,Social and Welfare,Registered,S96SS0100H,http://www.life-community.org
88 St. Francis Road Singapore 328070,08/11/2000,From 01/02/2018 To 31/01/2020,Live,Life Spring Community Network,Social and Welfare,Registered,S99SS0017J,http://www.ncss.gov.sg
20 CHOA CHU KANG STREET 52 #05-10 YEW TEE COMMUNITY BUILDING Singapore 689286,01/04/2016,From 01/05/2016 To 30/04/2018,Live,Limbang CCC CDWF,Community,Registered,T16CC0002E,Not applicable
156 Serangoon Garden Way Singapore 556055,01/03/2009,From 01/02/2017 To 31/01/2020,Live,Ling Kwang Home For Senior Citizens,Health,Registered,T08SS0070F,http://www.lkhsc.org.sg
130 Bukit Merah View #01-358 Singapore 150130,04/04/1997,From 01/04/2016 To 30/09/2018,Live,LIONS BEFRIENDERS SERVICE ASSOCIATION (SINGAPORE),Social and Welfare,Registered,S95SS0076A,http://www.lionsbefrienders.org.sg
487 Bedok South Avenue 2 Singapore 469316,02/05/2003,From 01/03/2017 To 31/08/2019,Live,Lions Community Service Foundation (Singapore),Social and Welfare,Registered,T03SS0068K,http://www.lcsf.org.sg
9 BISHAN STREET 13 Singapore 579804,26/02/1985,From 27/04/2017 To 26/04/2020,Live,LIONS HOME FOR THE ELDERS,Health,Registered,S80SS0029B,http://www.lionshome.org.sg/
1 North Bridge Road #23-03 High Street Centre Singapore 179094,26/06/2000,From 01/02/2018 To 31/10/2019,Live,Loving Heart Multi-Service Centre,Social and Welfare,Registered,T03SS0014A,http://www.lovingheart.org.sg
316 JURONG EAST STREET 32 #01-279 Singapore 600316,04/11/2004,From 01/11/2017 To 31/10/2020,Live,LOVING HEART MULTI-SERVICE CENTRE (JURONG),Social and Welfare,Registered,T04SS0129D,www.lovingheartj.org
11 JALAN TAN TOCK SENG TAN TOCK SENG HOSPITAL Singapore 308433,31/07/1992,From 06/05/2017 To 05/05/2019,Live,Lupus Association (Singapore),Health,Registered,S91SS0026L,www.lupus.sg
450 MACPHERSON ROAD Singapore 368170,30/01/2003,From 01/05/2017 To 30/04/2020,Live,LUTHERAN COMMUNITY CARE SERVICES LIMITED,Social and Welfare,Registered,200207586Z,http://www.lccs.org.sg
400 PAYA LEBAR WAY Singapore 379131,07/07/1995,From 01/04/2015 To 31/03/2018,Live,MACPHERSON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S95CC1109G,http://www.pa.gov.sg
1 COLEMAN STREET #04-18 THE ADELPHI Singapore 179803,08/07/2002,From 01/09/2017 To 29/02/2020,Live,MAKE-A-WISH FOUNDATION (SINGAPORE) LIMITED,Social and Welfare,Registered,200201965D,http://www.makeawish.org.sg
7A LORONG 8 TOA PAYOH #04-01 AGAPE VILLAGE Singapore 319264,17/11/2016,From 01/03/2017 To 28/02/2018,Live,MAMRE OAKS LIMITED,Social and Welfare,Registered,201526053M,www.mamreoaks.sg
20 Woodlands Street 82 Singapore 738507,13/05/1985,From 11/10/2015 To 10/10/2018,Live,Man Fut Tong Nursing Home,Health,Registered,S80SS0179G,http://www.mft.org.sg
10 Eunos Road 8 #12-01 Singapore Post Centre Singapore 408600,10/06/2008,From 01/12/2017 To 30/11/2020,Live,MARINE PARADE LEADERSHIP FOUNDATION,Others,Registered,T08CC2092F,Not applicable
