clips_name,Name of Organisation,Type,UEN,IPC Period,Address,Sector,Classification,Activities,date_of_reg,ipc_status,status,website,Neighbour 1 Name of Organisation,Neighbour 1 UEN,Neighbour 1 Sector,Neighbour 1 Classification,Neighbour 2 Name of Organisation,Neighbour 2 UEN,Neighbour 2 Sector,Neighbour 2 Classification,Neighbour 3 Name of Organisation,Neighbour 3 UEN,Neighbour 3 Sector,Neighbour 3 Classification,Neighbour 4 Name of Organisation,Neighbour 4 UEN,Neighbour 4 Sector,Neighbour 4 Classification,Neighbour 5 Name of Organisation,Neighbour 5 UEN,Neighbour 5 Sector,Neighbour 5 Classification,Neighbour 6 Name of Organisation,Neighbour 6 UEN,Neighbour 6 Sector,Neighbour 6 Classification,Neighbour 7 Name of Organisation,Neighbour 7 UEN,Neighbour 7 Sector,Neighbour 7 Classification,Neighbour 8 Name of Organisation,Neighbour 8 UEN,Neighbour 8 Sector,Neighbour 8 Classification,Neighbour 9 Name of Organisation,Neighbour 9 UEN,Neighbour 9 Sector,Neighbour 9 Classification,Neighbour 10 Name of Organisation,Neighbour 10 UEN,Neighbour 10 Sector,Neighbour 10 Classification,Neighbour 11 Name of Organisation,Neighbour 11 UEN,Neighbour 11 Sector,Neighbour 11 Classification,Neighbour 12 Name of Organisation,Neighbour 12 UEN,Neighbour 12 Sector,Neighbour 12 Classification,Neighbour 13 Name of Organisation,Neighbour 13 UEN,Neighbour 13 Sector,Neighbour 13 Classification,Neighbour 14 Name of Organisation,Neighbour 14 UEN,Neighbour 14 Sector,Neighbour 14 Classification,Neighbour 15 Name of Organisation,Neighbour 15 UEN,Neighbour 15 Sector,Neighbour 15 Classification
sma_charity_fund,SMA CHARITY FUND,IPC,201305017E,From 27/12/2016 to 26/12/2018,2 COLLEGE ROAD #02-00 Singapore 169850,Health,Others,"A) Providing Financial Assistance --- SMACF disbursed bursaries to needy medical students (through the SMA Medical Students' Assistance Fund bursary), supporting their living expenses, for them to focus on their medical education without undue financial worries. B) Supporting Learning exposure --- SMACF lends the necessary support needed for needy medical students to attend conferences, seminars, workshops and the like to encourage the enhancement of medical knowledge. C) Advocating Volunteerism --- SMACF believes in the value of building a compassionate medical profession. Through the supported projects with health focus to the listing of volunteering opportunities, SMACF seek to build a compassionate medical profession to impact healthcare. D) Recognising Mentorship ---- SMACF awards medical professionals and/or educators who have contributed to the learning development of the medical students",17/04/2013,Live,Registered,http://www.sma.org.sg/smacf,MORAL HOME FOR THE AGED SICK LIMITED,201014368N,Health,Nursing Home,CHANGI HEALTH FUND (LTD.),201133557D,Health,"Cluster/Hospital Funds,Home Care,Other Communitybased Services,Trust/Research Funds",NUHS FUND LIMITED,201203593Z,Health,Cluster/Hospital Funds,ACCESS HEALTH INTERNATIONAL SOUTHEAST ASIA LIMITED,201112640R,Health,Others,Ling Kwang Home For Senior Citizens,T08SS0070F,Health,Nursing Home,JURONGHEALTH FUND,201118604G,Health,Cluster/Hospital Funds,ASSISI HOSPICE,201208993Z,Health,Hospice,HOME NURSING FOUNDATION,S76SS0044D,Health,Home Care,TTSH COMMUNITY FUND,201400920N,Health,Cluster/Hospital Funds,REN CI HOSPITAL,201018593M,Health,"Community/Chronic Sick Hospital,Day Rehabilitation Centre,Nursing Home",,,,,,,,,,,,,,,,,,,,
kidney_dialysis_foundation_limited,KIDNEY DIALYSIS FOUNDATION LIMITED,IPC,199600830Z,From 30/10/2016 to 29/10/2018,333 KRETA AYER ROAD #03-33 KRETA AYER HEIGHTS Singapore 080333,Health,Renal Dialysis,Please find the information in the attached Annual Report 16/17,22/02/1996,Live,Registered,http://www.kdf.org.sg,SINGAPORE THONG CHAI MEDICAL INSTITUTION,196000175E,Health,TCM Clinic,LIONS HOME FOR THE ELDERS,S80SS0029B,Health,"Day Rehabilitation Centre,Nursing Home","College of Family Physicians Singapore,",S71SS0039J,Health,Health Professional Group,Haemophilia Society of Singapore,S85SS0047A,Health,Diseases/Illnessess Support Group,BRIGHT HILL EVERGREEN HOME,S82SS0008F,Health,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_free_clinic_society,Public Free Clinic Society,IPC,S95SS0069F,From 01/07/2017 to 30/06/2018,10 Lorong 9 Geylang Singapore 388758,Health,TCM Clinic,To provide Traditional Chinese Medical Treatment to the public with free consultation and low medication fee. To raise fund through donation from the public,09/03/1993,Live,Registered,http://www.publiclinictcm.com.sg,Action For Aids (Singapore),S88SS0126A,Health,Diseases/Illnessess Support Group,SINGAPORE THONG CHAI MEDICAL INSTITUTION,196000175E,Health,TCM Clinic,LIONS HOME FOR THE ELDERS,S80SS0029B,Health,"Day Rehabilitation Centre,Nursing Home","College of Family Physicians Singapore,",S71SS0039J,Health,Health Professional Group,Haemophilia Society of Singapore,S85SS0047A,Health,Diseases/Illnessess Support Group,BRIGHT HILL EVERGREEN HOME,S82SS0008F,Health,Nursing Home,Diabeties Singapore,S71SS0043E,Health,"Diseases/Illnessess Support Group,Other Communitybased Services",Society for The Aged Sick,S68SS0022J,Health,Nursing Home,Singapore Cancer Society,S65SS0033F,Health,"Day Rehabilitation Centre,Diseases/Illnessess Support Group,Hospice,Other Communitybased Services,Others,Palliative Home Care,Trust/Research Funds",Sian Chay Medical Institution,S62SS0055D,Health,TCM Clinic,Singapore Heart Foundation,S70SS0007H,Health,Diseases/Illnessess Support Group,ACADEMY OF MEDICINE SINGAPORE,197702012E,Health,Health Professional Group,,,,,,,,,,,,
alexandra_health_fund_limited,ALEXANDRA HEALTH FUND LIMITED,IPC,201427909W,From 21/06/2016 to 20/06/2018,90 YISHUN CENTRAL KHOO TECK PUAT HOSPITAL Singapore 768828,Health,Trust/Research Funds,"The company will focus on the following areas: (1) Provide financial assistance to the poor and needy patients at Khoo Teck Puat Hospital and Yishun Community Hospital; (2) Support outreach programs to provide home care services to patients; (3) Support research by way of small innovative and enabling grants; (4) Offer scholarships and (5) Support training via inviting clinical and non-clinical experts to share knowledge with Khoo Teck Puat Hospital and other hospitals. With effect from FY2016 (i.e. April 2016), AHFL will engage in fund raising activities to generate donation",19/11/2014,Live,Registered,Not applicable,ALEXANDRA HEALTH FUND LIMITED,201427909W,Health,Trust/Research Funds,ASSISI HOSPICE,201208993Z,Health,Hospice,REN CI HOSPITAL,201018593M,Health,"Community/Chronic Sick Hospital,Day Rehabilitation Centre,Nursing Home",JURONGHEALTH FUND,201118604G,Health,Cluster/Hospital Funds,Epilepsy Care Group (Singapore),S95SS0164F,Health,Diseases/Illnessess Support Group,TTSH COMMUNITY FUND,201400920N,Health,Cluster/Hospital Funds,NUHS FUND LIMITED,201203593Z,Health,Cluster/Hospital Funds,CHANGI HEALTH FUND (LTD.),201133557D,Health,"Cluster/Hospital Funds,Home Care,Other Communitybased Services,Trust/Research Funds","BONE MARROW DONOR PROGRAMME, THE",S93SS0141J,Health,Diseases/Illnessess Support Group,ACCESS HEALTH INTERNATIONAL SOUTHEAST ASIA LIMITED,201112640R,Health,Others,MORAL HOME FOR THE AGED SICK LIMITED,201014368N,Health,Nursing Home,Ling Kwang Home For Senior Citizens,T08SS0070F,Health,Nursing Home,HOME NURSING FOUNDATION,S76SS0044D,Health,Home Care,,,,,,,,
society_for_the_prevention_of_cruelty_to_animals_singapore,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",IPC,S61SS0060B,From 01/01/2018 to 31/12/2020,50 SUNGEI TENGAH ROAD Singapore 699012,Others,Animal Welfare,"1) 24-hr emergency rescue service for sick, injured, distressed and/or very young animals 2) Investigation of animal cruelty and welfare complaints 3) Public education programme for community animals 4) Sterilisation voucher programme for community animals 5) Clinic offering complementary basic treatment of community animals and pets from low income households 6) Animal adoption and fostering programmes 7) Service for lost-and-found pets 8) Advocacy for the humane treatment of animals 9) Running an animal shelter for unwanted, abused and/or abandoned animal",25/04/1984,Live,Registered,http://www.spca.org.sg,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,196600028C,Others,General Charitable Purposes,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",S61SS0060B,Others,Animal Welfare,THE HOKKIEN FOUNDATION,197701426D,Others,General Charitable Purposes,National Crime Prevention Council,S81SS0085J,Others,General Charitable Purposes,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),S66SS0027A,Others,General Charitable Purposes,SINGAPORE RED CROSS SOCIETY,S86CC0370E,Others,General Charitable Purposes,Singapore Youth Flying Club,S71SS0050L,Others,Children/Youth,Electronics Industries Training Centre,S87SS0027A,Others,General Charitable Purposes,National Fire and Civil Emergency Preparedness Council (NFEC),S86SS0064F,Others,General Charitable Purposes,,,,,,,,,,,,,,,,,,,,,,,,
blossom_world_society,Blossom World Society,IPC,T08SS0161K,From 29/09/2017 to 28/09/2020,9 TOH YI DRIVE #01-321 Singapore 590009,Others,"Children/Youth,General Charitable Purposes","Blossom Children: Aims to build good character in children through camps and classes. Blossom Youth has 3 main programmes: Project SARAH, Project Youth, Blossom Time Project SARAH: aims to promote the spirit of serving the community, kindness, sincerity and gratitude among youths. Project Youth: To promote and inculcate leadership qualities in participants through camps and workshop Blossom Time: Provides an environment conducive for youth to enjoy, socialize and network. Blossom Community - Building a nurturing environment best for children to learn traditional values. Provide a community link to promote family cohesiveness, harmony, environmental awareness, healthy lifestyle, cultural diversity, community and volunteer services",25/11/2014,Live,Registered,www.blossomworld.sg,ASIAN BUSINESS LAW INSTITUTE,201500327G,Others,Think Tanks,CROCODILE FOUNDATION LTD.,201535138W,Others,General Charitable Purposes,ENGINEERING GOOD LTD.,201408320W,Others,Humanitarian Aid,HAGAR (SINGAPORE) LIMITED,200401226H,Others,Children/Youth,CONJUNCT CONSULTING (SINGAPORE) LIMITED,201319107K,Others,General Charitable Purposes,THE HEAD FOUNDATION LIMITED,201306160D,Others,General Charitable Purposes,EXCLUSIVELY MONGRELS LIMITED,201216939N,Others,Animal Welfare,LEAP PHILANTHROPY LTD.,201228788H,Others,General Charitable Purposes,FAUNA & FLORA INTERNATIONAL (SINGAPORE),201133836K,Others,Environment,NEXUS CARBON FOR DEVELOPMENT LIMITED,200915559E,Others,Environment,TEMASEK FOUNDATION NURTURES CLG LIMITED,201108956W,Others,General Charitable Purposes,COMO FOUNDATION,201107654R,Others,General Charitable Purposes,ASIAN VENTURE PHILANTHROPY NETWORK LIMITED,201016116M,Others,General Charitable Purposes,MAINLY I LOVE KIDS (INTERNATIONAL) LIMITED,201021998H,Others,General Charitable Purposes,"CONSERVATION INTERNATIONAL SINGAPORE, LTD.",200910510N,Others,Environment
waterways_watch_society,Waterways Watch Society,IPC,S99SS0038D,From 01/12/2017 to 30/11/2019,6 HUA GUAN AVENUE Singapore 589090,Others,Environment,"Waterways Watch Society's regular programmes includes our weekend patrol with our members. WWS also sends out weekly reports to relevant government agencies to update them about our activities and the status of the Marina. However, with respect to recent changes, WWS has shifted our focus to education and awareness. Corporate, youth and school programmes are held regularly to raise awareness. Some of our programmes include River Monster, Boat and Bike Patrol, school assembly talks, and carnivals",27/05/2000,Live,Registered,http://www.wws.org.sg,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,196600028C,Others,General Charitable Purposes,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",S61SS0060B,Others,Animal Welfare,THE HOKKIEN FOUNDATION,197701426D,Others,General Charitable Purposes,National Crime Prevention Council,S81SS0085J,Others,General Charitable Purposes,SINGAPORE RED CROSS SOCIETY,S86CC0370E,Others,General Charitable Purposes,Electronics Industries Training Centre,S87SS0027A,Others,General Charitable Purposes,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),S66SS0027A,Others,General Charitable Purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asia_pacific_breweries_foundation,ASIA PACIFIC BREWERIES FOUNDATION,IPC,S94CC1034B,From 19/03/2017 to 18/03/2019,459 JALAN AHMAD IBRAHIM Singapore 639934,Others,General Charitable Purposes,Please refer to the attached Annual Report For Year Ended 31 December 2015,23/07/1994,Live,Registered,http://apbfoundation.org.sg/,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,196600028C,Others,General Charitable Purposes,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",S61SS0060B,Others,Animal Welfare,THE HOKKIEN FOUNDATION,197701426D,Others,General Charitable Purposes,National Crime Prevention Council,S81SS0085J,Others,General Charitable Purposes,SINGAPORE RED CROSS SOCIETY,S86CC0370E,Others,General Charitable Purposes,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),S66SS0027A,Others,General Charitable Purposes,Electronics Industries Training Centre,S87SS0027A,Others,General Charitable Purposes,National Fire and Civil Emergency Preparedness Council (NFEC),S86SS0064F,Others,General Charitable Purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the_law_society_of_singapore_pro_bono_learning_and_support_services,"THE LAW SOCIETY OF SINGAPORE PRO BONO, LEARNING AND SUPPORT SERVICES",IPC,T07CC2064L,From 01/04/2016 to 31/03/2019,39 SOUTH BRIDGE ROAD Singapore 058673,Others,Humanitarian Aid,"The work administered by The Law Society of Singapore Pro Bono, Learning And Support Services includes the work of the Pro Bono Services Office and all other matters relating to the facilitation of access to justice, including raising public awareness of the law, the facilitation of the acquisition of legal knowledge and the study of law, and generally assisting the public in all matters relating to the law. The Pro Bono Services Office coordinates and administers all of the Law Society's pro bono initiatives, including: (1) the Law Society's Criminal Legal Aid Scheme (a scheme providing free legal representation to needy persons facing non-capital criminal charges); (2) the Law Society's Project Law Help initiative (a scheme providing free non-litigation commercial legal advice to charities, non-profit organizations and voluntary welfare organizations); and (3) the Law Society's Law Awareness initiative (a public education initiative that aims to raise awareness of the law by conducting public education seminars, forums and exhibitions regularly and the publication of basic legal information); and (4) the Community Legal Clinics situated at the North-West and South-East Community Development Councils (to provide basic legal advice and information to needy Singaporeans and permanent residents across Singapore). For details concerning the Pro Bono Services Office and the Community Legal Clinics, refer to Appendix PBS2-PBSO. For details concerning the Criminal Legal Aid Scheme, refer to Appendix PBS3-CLAS. For details concerning the latest event organized under the Law Awareness initiative (a public education event held on 1 and 2 September 2007 at VivoCity Mall), refer to Appendix PBS4-LA. For details concerning the Project Law Help initiative, refer to Appendix PBS5-PLH",08/10/2007,Live,Registered,http://probono.lawsociety.org.sg/,CHINESE DEVELOPMENT ASSISTANCE COUNCIL,199202625K,Others,SelfHelp Groups,Singapore Indian Development Association (SINDA),S90SS0098L,Others,SelfHelp Groups,ASSOCIATION OF MUSLIM PROFESSIONALS,199105100D,Others,SelfHelp Groups,SINGAPORE RED CROSS SOCIETY,S86CC0370E,Others,General Charitable Purposes,THE INSTITUTE OF BANKING AND FINANCE,197402045E,Others,General Charitable Purposes,LEE KUAN YEW SCHOLARSHIP FUND,199104843M,Others,Children/Youth,Electronics Industries Training Centre,S87SS0027A,Others,General Charitable Purposes,Consumers' Association of Singapore (CASE),S71SS0016L,Others,General Charitable Purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
singapore_indian_development_association_sinda,Singapore Indian Development Association (SINDA),IPC,S90SS0098L,From 16/12/2016 to 15/12/2021,1 Beatty Road Singapore 209943,Others,Self-Help Groups,"1) Educational Programmes like subsidised tuition via STEP and ProjectTeach, Modular and collaborative programmes and bursary financial assistance. 2) Family Programmes which includes, Pre-school awareness, Literacy and Numeracy for preschoolers, Holiday enrichment programmes, Parenting and Motivational Talks and parenting Conferences. 3) Youth Programmes which includes positive youth motivation and leadership development, guidance and mentorship programmes 4) Family Service Centre which comprises Casework & Counselling, Family Life Education, Befriender and Mentorship 5) Collaborative programmes with IAECs, Schools, Indian & Religious Organisations and other SHGs",07/10/1992,Live,Registered,http://www.sinda.org.sg,PAP COMMUNITY FOUNDATION,198601011Z,Others,"Children/Youth,General Charitable Purposes",Singapore Youth Flying Club,S71SS0050L,Others,Children/Youth,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,196600028C,Others,General Charitable Purposes,Tai Pei Foundation,S85SS0100L,Others,General Charitable Purposes,SINGAPORE RED CROSS SOCIETY,S86CC0370E,Others,General Charitable Purposes,Electronics Industries Training Centre,S87SS0027A,Others,General Charitable Purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
singapore_institute_of_international_affairs_endowment_fund,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,IPC,T03CC1685G,From 01/09/2016 to 31/08/2019,"60A Orchard Road, Tower 1 #04-03 The Atrium @Orchard Singapore 238890",Others,Think Tanks,"Principal activities include: 1. Policy research on - East Asian regionalism, - Peace and development in Southeast Asia - Environment and governance 2. Outreach activities including - Public & youth talks and seminars - Members only discussions with policy makers and thought leaders - Special reports and research updates (online & in print) - Dialogues on international affairs - ASEAN Focus Series Beneficiaries include: - Students - Young professionals - Experts and educators - Civil society - Business leaders & entrepreneurs - Governments Periods and method of disbursement of funds raised: Funds are raised through membership subscriptions, funded research projects, corporate sponsorships, event based secretariat fees and our biennial fundraiser. Funds are generally not disbursed to the beneficiaries. Instead, such funds are used to suppport the institute s overall programme administration; including material / resource costs incurred from SIIA s outreach events and activities",21/04/2003,Live,Registered,http://www.siiaonline.org,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,196600028C,Others,General Charitable Purposes,SINGAPORE RED CROSS SOCIETY,S86CC0370E,Others,General Charitable Purposes,Electronics Industries Training Centre,S87SS0027A,Others,General Charitable Purposes,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",S61SS0060B,Others,Animal Welfare,THE HOKKIEN FOUNDATION,197701426D,Others,General Charitable Purposes,National Crime Prevention Council,S81SS0085J,Others,General Charitable Purposes,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),S66SS0027A,Others,General Charitable Purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
singapore_buddhist_federation_the,"Singapore Buddhist Federation, The",Charity Organisation,S64SS0008K,Not applicable,59 LORONG 24A GEYLANG Singapore 398583,Religious,Buddhism,". 2 Mainstream schools, ie: Maha Bodhi School and Manjusri Secomdary School . 1 Child Care Centre and 1 Student Care Centre. . Adult and Children Dharma Courses. . Dharma and Precept Assemblies. . Charity governance training and consultancy. . Bursary scheme",02/04/1990,Not applicable,Registered,http://www.buddhist.org.sg/00enhome.htm,"World Revival Prayer Fellowship, The",S74SS0014A,Religious,Christianity,YIO CHU KANG CHAPEL LTD,198100673K,Religious,Christianity,Faith Assembly of God Church,S64SS0017H,Religious,Christianity,BETHESDA CHAPEL LIMITED,197702882K,Religious,Christianity,CALVARY ASSEMBLY OF GOD LTD.,197901543W,Religious,Christianity,WEC INTERNATIONAL (SINGAPORE) LTD,198200772W,Religious,Christianity,WYCLIFFE BIBLE TRANSLATORS (SINGAPORE) LTD,198306044C,Religious,Christianity,THE CHURCH OF JESUS CHRIST OF LATTERDAY SAINTS SINGAPORE LIMITED,197000072D,Religious,Christianity,SINGAPORE CHRISTIAN FELLOWSHIP LTD.,197903198K,Religious,Christianity,SALEM CHAPEL LIMITED,198301685H,Religious,Christianity,Woodlands Evangelical Free Church,S64SS0047A,Religious,Christianity,HARVESTER BAPTIST CHURCH LTD.,197700527M,Religious,Christianity,Uttamayanmuni Buddhist Temple,T08SS0022F,Religious,Buddhism,"Jubilee Church, The",S61SS0196F,Religious,Christianity,NEW LIFE CHURCH LTD,198403049K,Religious,Christianity
new_creation_church,NEW CREATION CHURCH,Charity Organisation,S84SS0112C,Not applicable,51 CUPPAGE ROAD #09-01 Singapore 229469,Religious,Christianity,"The principal activities of the Church are to preach the Gospel of Jesus Christ, to worship God and to have Christian fellowship, and to grant relief and aid to the sick, poor and needy",19/06/1987,Not applicable,Registered,http://www.newcreation.org.sg,NEW CREATION CHURCH,S84SS0112C,Religious,Christianity,TRINITY CHRISTIAN CENTRE LIMITED,197802911H,Religious,Christianity,KWAN IM THONG HOOD CHO TEMPLE,S84CC0046E,Religious,Buddhism,SINGAPORE SOKA ASSOCIATION,S72SS0009K,Religious,Buddhism,THE CHURCH OF JESUS CHRIST OF LATTERDAY SAINTS SINGAPORE LIMITED,197000072D,Religious,Christianity,FAITH COMMUNITY BAPTIST CHURCH,S87SS0046D,Religious,Christianity,CRU ASIA LIMITED,197200238N,Religious,Christianity,YIO CHU KANG CHAPEL LTD,198100673K,Religious,Christianity,Faith Assembly of God Church,S64SS0017H,Religious,Christianity,"World Revival Prayer Fellowship, The",S74SS0014A,Religious,Christianity,BETHESDA CHAPEL LIMITED,197702882K,Religious,Christianity,THE 'FISHERMAN OF CHRIST' FELLOWSHIP LTD,198303120W,Religious,Christianity,Woodlands Evangelical Free Church,S64SS0047A,Religious,Christianity,BARKER ROAD METHODIST CHURCH,S87CC0534L,Religious,Christianity,Muslim Converts' Association of Singapore,S80SS0037D,Religious,Islam
holy_tree_sri_bala_subramaniar_temple,Holy Tree Sri Bala Subramaniar Temple,Charity Organisation,S65SS0020B,Not applicable,10 Yishun Industrial Park A Singapore 768772,Religious,Hinduism,Please refer to constitutio,14/11/1992,Not applicable,Registered,http://www.holytreebalasubramaniar.com.sg,YIO CHU KANG CHAPEL LTD,198100673K,Religious,Christianity,Faith Assembly of God Church,S64SS0017H,Religious,Christianity,BETHESDA CHAPEL LIMITED,197702882K,Religious,Christianity,CALVARY ASSEMBLY OF GOD LTD.,197901543W,Religious,Christianity,SINGAPORE CHRISTIAN FELLOWSHIP LTD.,197903198K,Religious,Christianity,Woodlands Evangelical Free Church,S64SS0047A,Religious,Christianity,"Jubilee Church, The",S61SS0196F,Religious,Christianity,NEW LIFE CHURCH LTD,198403049K,Religious,Christianity,KWAN IM THONG HOOD CHO TEMPLE,S84CC0046E,Religious,Buddhism,Palelai Buddhist Temple,S63SS0037B,Religious,Buddhism,Pasir Panjang Christ Church,S64SS0035D,Religious,Christianity,THE 'FISHERMAN OF CHRIST' FELLOWSHIP LTD,198303120W,Religious,Christianity,Emmanuel Assembly of God,S69SS0055F,Religious,Christianity,"Grace (Singapore Chinese Christian) Church, The",S61SS0111H,Religious,Christianity,"Evangelical Free Church of Singapore, The,",S61SS0157D,Religious,Christianity
muslim_converts_association_of_singapore,Muslim Converts' Association of Singapore,Charity Organisation,S80SS0037D,Not applicable,32 Onan Road The Galaxy Singapore 424484,Religious,Islam,1) Conduct in-house/public talks 2) Conduct religious classes 3) Disbursement of financial aid through our financial aid schem,22/02/1986,Not applicable,Registered,http://www.darul-arqam.org.sg,YIO CHU KANG CHAPEL LTD,198100673K,Religious,Christianity,"World Revival Prayer Fellowship, The",S74SS0014A,Religious,Christianity,Faith Assembly of God Church,S64SS0017H,Religious,Christianity,BETHESDA CHAPEL LIMITED,197702882K,Religious,Christianity,CALVARY ASSEMBLY OF GOD LTD.,197901543W,Religious,Christianity,WEC INTERNATIONAL (SINGAPORE) LTD,198200772W,Religious,Christianity,SINGAPORE CHRISTIAN FELLOWSHIP LTD.,197903198K,Religious,Christianity,Woodlands Evangelical Free Church,S64SS0047A,Religious,Christianity,WYCLIFFE BIBLE TRANSLATORS (SINGAPORE) LTD,198306044C,Religious,Christianity,THE CHURCH OF JESUS CHRIST OF LATTERDAY SAINTS SINGAPORE LIMITED,197000072D,Religious,Christianity,"Jubilee Church, The",S61SS0196F,Religious,Christianity,SALEM CHAPEL LIMITED,198301685H,Religious,Christianity,NEW LIFE CHURCH LTD,198403049K,Religious,Christianity,HARVESTER BAPTIST CHURCH LTD.,197700527M,Religious,Christianity,Uttamayanmuni Buddhist Temple,T08SS0022F,Religious,Buddhism
thye_hua_kwan_moral_society,Thye Hua Kwan Moral Society,Charity Organisation,S78SS0031K,Not applicable,1 North Bridge Road #03-33 High Street Centre Singapore 179094,Religious,Others,"Thye Hua Kwan Moral Society (THK), established in 1978, is a non-profit voluntary organisation that has provided community-based services in social, health, emotional and financial support to the needy. Currently THK group manages about 50 charity homes, centres, services, including a hospital. Despite increasing overheads and manpower shortages, THKMS has managed to expand its services through hard work dedication and fund-raising efforts. Our recent launches included two new Senior Activity Centres and a Senior Group Home to help the elderly age-in-place and live independently. More services are in the pipeline to cater to increasing demands. Our group services helped about 24,637 beneficiaries and families last year. Please refer to attached Chart for THKMS services",26/04/1991,Not applicable,Registered,http://www.thkms.org.sg,Singapore Centre for Global Missions,S80SS0007L,Religious,Christianity,MORIAH ASSEMBLY OF GOD LTD.,198003337E,Religious,Christianity,CHILD EVANGELISM FELLOWSHIP (SINGAPORE) LTD.,197700453M,Religious,Christianity,THE WAY CHURCH LIMITED,197902947R,Religious,Christianity,Singapore Life Church,S61SS0180C,Religious,Christianity,KWANIN WELFARE SOCIETY,S75SS0041L,Religious,Buddhism,Kim Tian Christian Church Singapore,S66SS0042J,Religious,Christianity,"Singapore Buddhist Lodge, The",S61SS0026B,Religious,Buddhism,Bethany Evangelical Free Church,S60SS0023J,Religious,Christianity,IMPACT CHRISTIAN COMMUNICATIONS LTD,198403830R,Religious,Christianity,MARANATHA BAPTIST CHURCH LIMITED,198305428C,Religious,Christianity,Bethel Assembly of God Church,S70SS0013G,Religious,Christianity,"BIBLE CHURCH, SINGAPORE, THE",S60SS0009H,Religious,Christianity,Pu Ti Buddhist Temple,S88SS0023L,Religious,Buddhism,Phoh Teck Siang Tng,S80SS0032B,Religious,Taoism
xian_gu_tian,Xian Gu Tian,Charity Organisation,S97SS0021F,Not applicable,1 TAMPINES AVENUE Singapore 529783,Religious,Taoism,Open to public for praying daily God birthday celebration especial eight fairy immortal,21/08/2003,Not applicable,Registered,Not applicable,"World Revival Prayer Fellowship, The",S74SS0014A,Religious,Christianity,WEC INTERNATIONAL (SINGAPORE) LTD,198200772W,Religious,Christianity,WYCLIFFE BIBLE TRANSLATORS (SINGAPORE) LTD,198306044C,Religious,Christianity,THE CHURCH OF JESUS CHRIST OF LATTERDAY SAINTS SINGAPORE LIMITED,197000072D,Religious,Christianity,SALEM CHAPEL LIMITED,198301685H,Religious,Christianity,HARVESTER BAPTIST CHURCH LTD.,197700527M,Religious,Christianity,Uttamayanmuni Buddhist Temple,T08SS0022F,Religious,Buddhism,SINGAPORE EVERY HOME CRUSADE COMPANY LTD.,197201630C,Religious,Christianity,DISCIPLESHIP TRAINING CENTRE LTD,197100578E,Religious,Christianity,AMBASSADORS FOR CHRIST (SINGAPORE) LIMITED,197300850D,Religious,Christianity,Bethesda Hall (Ang Mo Kio),T05SS0003K,Religious,Christianity,SIM EAST ASIA LTD,198002683M,Religious,Christianity,FOOCHOW METHODIST CHURCH,S87CC0483E,Religious,Christianity,Queenstown Baptist Church of Singapore,S64SS0024C,Religious,Christianity,HAKKA METHODIST CHURCH,S87CC0485H,Religious,Christianity
